,Filename,Height,Width,class
248,Cancer (371).jpg,300,300,cancer
249,Cancer (372).jpg,300,300,cancer
250,Cancer (373).jpg,300,300,cancer
251,Cancer (374).jpg,300,300,cancer
252,Cancer (375).jpg,300,300,cancer
253,Cancer (376).jpg,300,300,cancer
254,Cancer (377).jpg,300,300,cancer
255,Cancer (378).jpg,300,300,cancer
256,Cancer (379).jpg,300,300,cancer
257,Cancer (38).jpg,300,300,cancer
258,Cancer (38).tif,256,256,cancer
259,Cancer (380).jpg,300,300,cancer
260,Cancer (381).jpg,300,300,cancer
261,Cancer (382).jpg,300,300,cancer
262,Cancer (383).jpg,300,300,cancer
263,Cancer (384).jpg,300,300,cancer
264,Cancer (385).jpg,300,300,cancer
265,Cancer (386).jpg,300,300,cancer
266,Cancer (387).jpg,300,300,cancer
267,Cancer (388).jpg,300,300,cancer
268,Cancer (389).jpg,300,300,cancer
269,Cancer (39).jpg,300,300,cancer
270,Cancer (39).tif,256,256,cancer
271,Cancer (390).jpg,300,300,cancer
272,Cancer (391).jpg,300,300,cancer
273,Cancer (392).jpg,300,300,cancer
274,Cancer (393).jpg,300,300,cancer
275,Cancer (394).jpg,300,300,cancer
276,Cancer (395).jpg,300,300,cancer
277,Cancer (396).jpg,300,300,cancer
278,Cancer (397).jpg,300,300,cancer
279,Cancer (398).jpg,300,300,cancer
280,Cancer (399).jpg,300,300,cancer
281,Cancer (4).jpg,300,300,cancer
282,Cancer (4).tif,256,256,cancer
283,Cancer (40).jpg,300,300,cancer
284,Cancer (40).tif,256,256,cancer
285,Cancer (400).jpg,300,300,cancer
286,Cancer (401).jpg,300,300,cancer
287,Cancer (402).jpg,300,300,cancer
288,Cancer (403).jpg,300,300,cancer
289,Cancer (404).jpg,300,300,cancer
290,Cancer (405).jpg,300,300,cancer
291,Cancer (406).jpg,300,300,cancer
292,Cancer (407).jpg,300,300,cancer
293,Cancer (408).jpg,300,300,cancer
294,Cancer (409).jpg,300,300,cancer
295,Cancer (41).jpg,300,300,cancer
296,Cancer (41).tif,256,256,cancer
297,Cancer (410).jpg,300,300,cancer
298,Cancer (411).jpg,300,300,cancer
299,Cancer (412).jpg,300,300,cancer
300,Cancer (413).jpg,300,300,cancer
301,Cancer (414).jpg,300,300,cancer
302,Cancer (415).jpg,300,300,cancer
303,Cancer (416).jpg,300,300,cancer
304,Cancer (417).jpg,300,300,cancer
305,Cancer (418).jpg,300,300,cancer
306,Cancer (419).jpg,300,300,cancer
307,Cancer (42).jpg,300,300,cancer
308,Cancer (42).tif,256,256,cancer
309,Cancer (420).jpg,300,300,cancer
310,Cancer (421).jpg,300,300,cancer
311,Cancer (422).jpg,300,300,cancer
312,Cancer (423).jpg,300,300,cancer
313,Cancer (424).jpg,300,300,cancer
314,Cancer (425).jpg,300,300,cancer
315,Cancer (426).jpg,300,300,cancer
316,Cancer (427).jpg,300,300,cancer
317,Cancer (428).jpg,300,300,cancer
318,Cancer (429).jpg,300,300,cancer
319,Cancer (43).jpg,300,300,cancer
320,Cancer (43).tif,256,256,cancer
321,Cancer (430).jpg,300,300,cancer
322,Cancer (431).jpg,300,300,cancer
323,Cancer (432).jpg,300,300,cancer
324,Cancer (433).jpg,300,300,cancer
325,Cancer (434).jpg,300,300,cancer
326,Cancer (435).jpg,300,300,cancer
327,Cancer (436).jpg,300,300,cancer
328,Cancer (437).jpg,300,300,cancer
329,Cancer (438).jpg,300,300,cancer
330,Cancer (439).jpg,300,300,cancer
331,Cancer (44).jpg,300,300,cancer
332,Cancer (44).tif,256,256,cancer
333,Cancer (440).jpg,300,300,cancer
334,Cancer (441).jpg,300,300,cancer
335,Cancer (442).jpg,300,300,cancer
336,Cancer (443).jpg,300,300,cancer
337,Cancer (444).jpg,300,300,cancer
338,Cancer (445).jpg,300,300,cancer
339,Cancer (446).jpg,300,300,cancer
340,Cancer (447).jpg,300,300,cancer
341,Cancer (448).jpg,300,300,cancer
342,Cancer (449).jpg,300,300,cancer
343,Cancer (45).jpg,300,300,cancer
344,Cancer (45).tif,256,256,cancer
345,Cancer (450).jpg,300,300,cancer
346,Cancer (451).jpg,300,300,cancer
347,Cancer (452).jpg,300,300,cancer
348,Cancer (453).jpg,300,300,cancer
349,Cancer (454).jpg,300,300,cancer
350,Cancer (455).jpg,300,300,cancer
351,Cancer (456).jpg,300,300,cancer
352,Cancer (457).jpg,300,300,cancer
353,Cancer (458).jpg,300,300,cancer
354,Cancer (459).jpg,300,300,cancer
355,Cancer (46).jpg,300,300,cancer
356,Cancer (46).tif,256,256,cancer
357,Cancer (460).jpg,300,300,cancer
358,Cancer (461).jpg,300,300,cancer
359,Cancer (462).jpg,300,300,cancer
360,Cancer (463).jpg,300,300,cancer
361,Cancer (464).jpg,300,300,cancer
362,Cancer (465).jpg,300,300,cancer
363,Cancer (466).jpg,300,300,cancer
364,Cancer (467).jpg,300,300,cancer
365,Cancer (468).jpg,300,300,cancer
366,Cancer (469).jpg,300,300,cancer
367,Cancer (47).jpg,300,300,cancer
368,Cancer (47).tif,256,256,cancer
369,Cancer (470).jpg,300,300,cancer
370,Cancer (471).jpg,300,300,cancer
371,Cancer (472).jpg,300,300,cancer
372,Cancer (473).jpg,300,300,cancer
373,Cancer (474).jpg,300,300,cancer
374,Cancer (475).jpg,300,300,cancer
375,Cancer (476).jpg,300,300,cancer
376,Cancer (477).jpg,300,300,cancer
377,Cancer (478).jpg,300,300,cancer
378,Cancer (479).jpg,300,300,cancer
379,Cancer (48).jpg,300,300,cancer
380,Cancer (48).tif,256,256,cancer
381,Cancer (480).jpg,300,300,cancer
382,Cancer (481).jpg,300,300,cancer
383,Cancer (482).jpg,300,300,cancer
384,Cancer (483).jpg,300,300,cancer
385,Cancer (484).jpg,300,300,cancer
386,Cancer (485).jpg,300,300,cancer
387,Cancer (486).jpg,300,300,cancer
388,Cancer (487).jpg,300,300,cancer
389,Cancer (488).jpg,300,300,cancer
390,Cancer (489).jpg,300,300,cancer
391,Cancer (49).jpg,300,300,cancer
392,Cancer (49).tif,256,256,cancer
393,Cancer (490).jpg,300,300,cancer
394,Cancer (491).jpg,300,300,cancer
395,Cancer (492).jpg,300,300,cancer
396,Cancer (493).jpg,300,300,cancer
397,Cancer (494).jpg,300,300,cancer
398,Cancer (495).jpg,300,300,cancer
399,Cancer (496).jpg,300,300,cancer
400,Cancer (497).jpg,300,300,cancer
401,Cancer (498).jpg,300,300,cancer
402,Cancer (499).jpg,300,300,cancer
403,Cancer (5).jpg,300,300,cancer
404,Cancer (5).tif,256,256,cancer
405,Cancer (50).jpg,300,300,cancer
406,Cancer (50).tif,256,256,cancer
407,Cancer (500).jpg,300,300,cancer
408,Cancer (501).jpg,300,300,cancer
409,Cancer (502).jpg,300,300,cancer
410,Cancer (503).jpg,300,300,cancer
411,Cancer (504).jpg,300,300,cancer
412,Cancer (505).jpg,300,300,cancer
413,Cancer (506).jpg,300,300,cancer
414,Cancer (507).jpg,300,300,cancer
415,Cancer (508).jpg,300,300,cancer
416,Cancer (509).jpg,300,300,cancer
417,Cancer (51).jpg,300,300,cancer
418,Cancer (51).tif,256,256,cancer
419,Cancer (510).jpg,300,300,cancer
420,Cancer (511).jpg,300,300,cancer
421,Cancer (512).jpg,300,300,cancer
422,Cancer (513).jpg,300,300,cancer
423,Cancer (514).jpg,300,300,cancer
424,Cancer (515).jpg,300,300,cancer
425,Cancer (516).jpg,300,300,cancer
426,Cancer (517).jpg,300,300,cancer
427,Cancer (518).jpg,300,300,cancer
428,Cancer (519).jpg,300,300,cancer
429,Cancer (52).jpg,300,300,cancer
430,Cancer (52).tif,256,256,cancer
431,Cancer (520).jpg,300,300,cancer
432,Cancer (521).jpg,300,300,cancer
433,Cancer (522).jpg,300,300,cancer
434,Cancer (523).jpg,300,300,cancer
435,Cancer (524).jpg,300,300,cancer
436,Cancer (525).jpg,300,300,cancer
437,Cancer (526).jpg,300,300,cancer
438,Cancer (527).jpg,300,300,cancer
439,Cancer (528).jpg,300,300,cancer
440,Cancer (529).jpg,300,300,cancer
441,Cancer (53).jpg,300,300,cancer
442,Cancer (53).tif,256,256,cancer
443,Cancer (530).jpg,300,300,cancer
444,Cancer (531).jpg,300,300,cancer
445,Cancer (532).jpg,300,300,cancer
446,Cancer (533).jpg,300,300,cancer
447,Cancer (534).jpg,300,300,cancer
448,Cancer (535).jpg,300,300,cancer
449,Cancer (536).jpg,300,300,cancer
450,Cancer (537).jpg,300,300,cancer
451,Cancer (538).jpg,300,300,cancer
452,Cancer (539).jpg,300,300,cancer
453,Cancer (54).jpg,300,300,cancer
454,Cancer (54).tif,256,256,cancer
455,Cancer (540).jpg,300,300,cancer
456,Cancer (541).jpg,300,300,cancer
457,Cancer (542).jpg,300,300,cancer
458,Cancer (543).jpg,300,300,cancer
459,Cancer (544).jpg,300,300,cancer
460,Cancer (545).jpg,300,300,cancer
461,Cancer (546).jpg,300,300,cancer
462,Cancer (547).jpg,300,300,cancer
463,Cancer (548).jpg,300,300,cancer
464,Cancer (549).jpg,300,300,cancer
465,Cancer (55).jpg,300,300,cancer
466,Cancer (55).tif,256,256,cancer
467,Cancer (550).jpg,300,300,cancer
468,Cancer (551).jpg,300,300,cancer
469,Cancer (552).jpg,300,300,cancer
470,Cancer (553).jpg,300,300,cancer
471,Cancer (554).jpg,300,300,cancer
472,Cancer (555).jpg,300,300,cancer
473,Cancer (556).jpg,300,300,cancer
474,Cancer (557).jpg,300,300,cancer
475,Cancer (558).jpg,300,300,cancer
476,Cancer (559).jpg,300,300,cancer
477,Cancer (56).jpg,300,300,cancer
478,Cancer (56).tif,256,256,cancer
479,Cancer (560).jpg,300,300,cancer
480,Cancer (561).jpg,300,300,cancer
481,Cancer (562).jpg,300,300,cancer
482,Cancer (563).jpg,300,300,cancer
483,Cancer (564).jpg,300,300,cancer
484,Cancer (565).jpg,300,300,cancer
485,Cancer (566).jpg,300,300,cancer
486,Cancer (567).jpg,300,300,cancer
487,Cancer (568).jpg,300,300,cancer
488,Cancer (569).jpg,300,300,cancer
489,Cancer (57).jpg,300,300,cancer
490,Cancer (57).tif,256,256,cancer
491,Cancer (570).jpg,300,300,cancer
492,Cancer (571).jpg,300,300,cancer
493,Cancer (572).jpg,300,300,cancer
494,Cancer (573).jpg,300,300,cancer
495,Cancer (574).jpg,300,300,cancer
496,Cancer (575).jpg,300,300,cancer
497,Cancer (576).jpg,300,300,cancer
498,Cancer (577).jpg,300,300,cancer
499,Cancer (578).jpg,300,300,cancer
500,Cancer (579).jpg,300,300,cancer
501,Cancer (58).jpg,300,300,cancer
502,Cancer (58).tif,256,256,cancer
503,Cancer (580).jpg,300,300,cancer
504,Cancer (581).jpg,300,300,cancer
505,Cancer (582).jpg,300,300,cancer
506,Cancer (583).jpg,300,300,cancer
507,Cancer (584).jpg,300,300,cancer
508,Cancer (585).jpg,300,300,cancer
509,Cancer (586).jpg,300,300,cancer
510,Cancer (587).jpg,300,300,cancer
511,Cancer (588).jpg,300,300,cancer
512,Cancer (589).jpg,300,300,cancer
513,Cancer (59).jpg,300,300,cancer
514,Cancer (59).tif,256,256,cancer
515,Cancer (590).jpg,300,300,cancer
516,Cancer (591).jpg,300,300,cancer
517,Cancer (592).jpg,300,300,cancer
518,Cancer (593).jpg,300,300,cancer
519,Cancer (594).jpg,300,300,cancer
520,Cancer (595).jpg,300,300,cancer
521,Cancer (596).jpg,300,300,cancer
522,Cancer (597).jpg,300,300,cancer
523,Cancer (598).jpg,300,300,cancer
524,Cancer (599).jpg,300,300,cancer
525,Cancer (6).jpg,300,300,cancer
526,Cancer (6).tif,256,256,cancer
527,Cancer (60).jpg,300,300,cancer
528,Cancer (60).tif,256,256,cancer
529,Cancer (600).jpg,300,300,cancer
530,Cancer (601).jpg,300,300,cancer
531,Cancer (602).jpg,300,300,cancer
532,Cancer (603).jpg,300,300,cancer
533,Cancer (604).jpg,300,300,cancer
534,Cancer (605).jpg,300,300,cancer
535,Cancer (606).jpg,300,300,cancer
536,Cancer (607).jpg,300,300,cancer
537,Cancer (608).jpg,300,300,cancer
538,Cancer (609).jpg,300,300,cancer
539,Cancer (61).jpg,300,300,cancer
540,Cancer (61).tif,256,256,cancer
541,Cancer (610).jpg,300,300,cancer
542,Cancer (611).jpg,300,300,cancer
543,Cancer (612).jpg,300,300,cancer
544,Cancer (613).jpg,300,300,cancer
545,Cancer (614).jpg,300,300,cancer
546,Cancer (615).jpg,300,300,cancer
547,Cancer (616).jpg,300,300,cancer
548,Cancer (617).jpg,300,300,cancer
549,Cancer (618).jpg,300,300,cancer
550,Cancer (619).jpg,300,300,cancer
551,Cancer (62).jpg,300,300,cancer
552,Cancer (62).tif,256,256,cancer
553,Cancer (620).jpg,300,300,cancer
554,Cancer (621).jpg,300,300,cancer
555,Cancer (622).jpg,300,300,cancer
556,Cancer (623).jpg,300,300,cancer
557,Cancer (624).jpg,300,300,cancer
558,Cancer (625).jpg,300,300,cancer
559,Cancer (626).jpg,300,300,cancer
560,Cancer (627).jpg,300,300,cancer
561,Cancer (628).jpg,300,300,cancer
562,Cancer (629).jpg,300,300,cancer
563,Cancer (63).jpg,300,300,cancer
564,Cancer (63).tif,256,256,cancer
565,Cancer (630).jpg,300,300,cancer
566,Cancer (631).jpg,300,300,cancer
567,Cancer (632).jpg,300,300,cancer
568,Cancer (633).jpg,300,300,cancer
569,Cancer (634).jpg,300,300,cancer
570,Cancer (635).jpg,300,300,cancer
571,Cancer (636).jpg,300,300,cancer
572,Cancer (637).jpg,300,300,cancer
573,Cancer (638).jpg,300,300,cancer
574,Cancer (639).jpg,300,300,cancer
575,Cancer (64).jpg,300,300,cancer
576,Cancer (64).tif,256,256,cancer
577,Cancer (640).jpg,300,300,cancer
578,Cancer (641).jpg,300,300,cancer
579,Cancer (642).jpg,300,300,cancer
580,Cancer (643).jpg,300,300,cancer
581,Cancer (644).jpg,300,300,cancer
582,Cancer (645).jpg,300,300,cancer
583,Cancer (646).jpg,300,300,cancer
584,Cancer (647).jpg,300,300,cancer
585,Cancer (648).jpg,300,300,cancer
586,Cancer (649).jpg,300,300,cancer
587,Cancer (65).jpg,300,300,cancer
588,Cancer (65).tif,256,256,cancer
589,Cancer (650).jpg,300,300,cancer
590,Cancer (651).jpg,300,300,cancer
591,Cancer (652).jpg,300,300,cancer
592,Cancer (653).jpg,300,300,cancer
593,Cancer (654).jpg,300,300,cancer
594,Cancer (655).jpg,300,300,cancer
595,Cancer (656).jpg,300,300,cancer
596,Cancer (657).jpg,300,300,cancer
597,Cancer (658).jpg,300,300,cancer
598,Cancer (659).jpg,300,300,cancer
599,Cancer (66).jpg,300,300,cancer
600,Cancer (66).tif,256,256,cancer
601,Cancer (660).jpg,300,300,cancer
602,Cancer (661).jpg,300,300,cancer
603,Cancer (662).jpg,300,300,cancer
604,Cancer (663).jpg,300,300,cancer
605,Cancer (664).jpg,300,300,cancer
606,Cancer (665).jpg,300,300,cancer
607,Cancer (666).jpg,300,300,cancer
608,Cancer (667).jpg,300,300,cancer
609,Cancer (668).jpg,300,300,cancer
610,Cancer (669).jpg,300,300,cancer
611,Cancer (67).jpg,300,300,cancer
612,Cancer (67).tif,256,256,cancer
613,Cancer (670).jpg,300,300,cancer
614,Cancer (671).jpg,300,300,cancer
615,Cancer (672).jpg,300,300,cancer
616,Cancer (673).jpg,300,300,cancer
617,Cancer (674).jpg,300,300,cancer
618,Cancer (675).jpg,300,300,cancer
619,Cancer (676).jpg,300,300,cancer
620,Cancer (677).jpg,300,300,cancer
621,Cancer (678).jpg,300,300,cancer
622,Cancer (679).jpg,300,300,cancer
623,Cancer (68).jpg,300,300,cancer
624,Cancer (68).tif,256,256,cancer
625,Cancer (680).jpg,300,300,cancer
626,Cancer (681).jpg,300,300,cancer
627,Cancer (682).jpg,300,300,cancer
628,Cancer (683).jpg,300,300,cancer
629,Cancer (684).jpg,300,300,cancer
630,Cancer (685).jpg,300,300,cancer
631,Cancer (686).jpg,300,300,cancer
632,Cancer (687).jpg,300,300,cancer
633,Cancer (688).jpg,300,300,cancer
634,Cancer (689).jpg,300,300,cancer
635,Cancer (69).jpg,300,300,cancer
636,Cancer (69).tif,256,256,cancer
637,Cancer (690).jpg,300,300,cancer
638,Cancer (691).jpg,300,300,cancer
639,Cancer (692).jpg,300,300,cancer
640,Cancer (693).jpg,300,300,cancer
641,Cancer (694).jpg,300,300,cancer
642,Cancer (695).jpg,300,300,cancer
643,Cancer (696).jpg,300,300,cancer
644,Cancer (697).jpg,300,300,cancer
645,Cancer (698).jpg,300,300,cancer
646,Cancer (699).jpg,300,300,cancer
647,Cancer (7).jpg,300,300,cancer
648,Cancer (7).tif,256,256,cancer
649,Cancer (70).jpg,300,300,cancer
650,Cancer (70).tif,256,256,cancer
651,Cancer (700).jpg,300,300,cancer
652,Cancer (701).jpg,300,300,cancer
653,Cancer (702).jpg,300,300,cancer
654,Cancer (703).jpg,300,300,cancer
655,Cancer (704).jpg,300,300,cancer
656,Cancer (705).jpg,300,300,cancer
657,Cancer (706).jpg,300,300,cancer
658,Cancer (707).jpg,300,300,cancer
659,Cancer (708).jpg,300,300,cancer
660,Cancer (709).jpg,300,300,cancer
661,Cancer (71).jpg,300,300,cancer
662,Cancer (71).tif,256,256,cancer
663,Cancer (710).jpg,300,300,cancer
